,id,Total
901,8582111,651.0
902,2133714,709.0
903,5646684,431.0
904,5752551,524.0
905,472420,607.0
906,8557069,662.0
907,4093024,448.0
908,5736891,676.0
909,8518999,543.0
910,8552817,379.0
911,8606034,645.0
912,1066225,300.0
913,8713637,107.0
914,4242322,629.0
915,7206618,718.0
916,4183795,659.0
917,631953,107.0
918,8563612,507.0
919,5966311,541.0
920,1934453,1130.0
921,8512205,1171.0
922,7005064,935.0
923,8059891,511.0
924,8677988,432.0
925,8513548,825.0
926,5673683,595.0
927,8720304,106.0
928,7248438,451.0
929,8744663,105.0
930,8668357,863.0
931,4297535,978.0
932,2985476,870.0
933,8550758,530.0
934,8095373,105.0
935,8631237,105.0
936,1123069,455.0
937,8545312,690.0
938,4086327,439.0
939,8026070,536.0
940,5782747,490.0
941,7040034,605.0
942,8700714,319.0
943,8687324,104.0
944,8654693,104.0
945,4199219,817.0
946,3218720,1275.0
947,397227,349.0
948,5822751,432.0
949,8539013,521.0
950,521900,818.0
951,8620054,312.0
952,8058767,103.0
953,8638545,320.0
954,8641634,660.0
955,8159436,539.0
956,5984300,103.0
957,8634612,103.0
958,884311,103.0
959,1218537,473.0
960,8548379,644.0
961,8714018,103.0
962,8714649,103.0
963,8633673,554.0
964,5717830,478.0
965,8674170,361.0
966,8718980,102.0
967,6979166,1103.0
968,7090099,602.0
969,8687242,350.0
970,8613140,2357.0
971,4183544,553.0
972,8554653,253.0
973,8733044,102.0
974,8733272,102.0
975,8623834,102.0
976,8676908,102.0
977,8702730,245.0
978,4093206,563.0
979,3120695,559.0
980,8554525,885.0
981,1073694,102.0
982,8680793,251.0
983,8748548,101.0
984,6921177,566.0
985,8732340,101.0
986,8717676,101.0
987,8685032,519.0
988,1261370,309.0
989,1946231,600.0
990,481066,101.0
991,2109046,531.0
992,8563798,101.0
993,8530878,714.0
994,5758915,678.0
995,8738616,101.0
996,8532486,823.0
997,8709990,100.0
998,8530389,100.0
999,8683734,257.0
1000,8669567,276.0
1001,8646476,100.0
1002,5639953,925.0
1003,8508475,595.0
1004,2979604,603.0
1005,8508875,1797.0
1006,1978824,583.0
1007,8719472,100.0
1008,1172670,562.0
1009,4324554,1586.0
1010,7022459,652.0
1011,8597993,594.0
1012,8738633,99.0
1013,481015,569.0
1014,7021262,844.0
1015,8546012,99.0
1016,8065920,502.0
1017,3108177,586.0
1018,6969821,636.0
1019,5851499,702.0
1020,4243847,893.0
1021,521893,310.0
1022,5731171,673.0
1023,5943973,493.0
1024,8644523,581.0
1025,8701201,346.0
1026,8733341,99.0
1027,8640026,99.0
1028,8698745,541.0
1029,7086355,273.0
1030,8648144,264.0
1031,8564301,612.0
1032,8562878,98.0
1033,8684618,283.0
1034,898773,250.0
1035,8162430,272.0
1036,8539582,523.0
1037,8642435,258.0
1038,8587457,547.0
1039,8745041,98.0
1040,8648568,98.0
1041,8507479,436.0
1042,4130480,925.0
1043,8698690,289.0
1044,1891149,525.0
1045,8628887,299.0
1046,8664558,416.0
1047,8661022,323.0
1048,8671214,251.0
1049,5836121,98.0
1050,4106885,366.0
1051,1244740,669.0
1052,1257329,1114.0
1053,8713693,326.0
1054,4187935,487.0
1055,8561448,639.0
1056,3230105,251.0
1057,8508936,318.0
1058,5830417,244.0
1059,8681104,97.0
1060,8575669,573.0
1061,8513131,498.0
1062,3129098,730.0
1063,8532391,653.0
1064,290666,461.0
1065,8503442,2648.0
1066,8590073,487.0
1067,8160055,593.0
1068,8678832,96.0
1069,1974548,479.0
1070,8630397,553.0
1071,8137111,683.0
1072,8512122,691.0
1073,8644172,96.0
1074,908555,535.0
1075,8701584,324.0
1076,8534504,770.0
1077,7899144,96.0
1078,8736744,96.0
1079,8687070,320.0
1080,2061224,570.0
1081,8635821,1463.0
1082,8618857,652.0
1083,8584390,238.0
1084,8640503,95.0
1085,8676611,251.0
1086,8512493,751.0
1087,8542856,363.0
1088,6715937,701.0
1089,8525150,919.0
1090,8527781,95.0
1091,8627942,636.0
1092,8719375,95.0
1093,8740970,95.0
1094,8726121,95.0
1095,8602481,240.0
1096,8731991,94.0
1097,1079941,619.0
1098,8665474,347.0
1099,8550694,330.0
1100,8172458,674.0
1101,8518172,611.0
1102,8729127,94.0
1103,8058017,533.0
1104,8702304,94.0
1105,7019231,631.0
1106,8620082,94.0
1107,8710322,94.0
1108,291881,667.0
1109,1110292,557.0
1110,8567750,253.0
1111,381033,94.0
1112,8734973,93.0
1113,8123226,654.0
1114,3223367,821.0
1115,914672,704.0
1116,8681893,286.0
1117,5712824,707.0
1118,438076,566.0
1119,1041001,446.0
1120,7045516,252.0
1121,6993997,93.0
1122,8616013,93.0
1123,8684384,93.0
1124,8528279,459.0
1125,8714081,92.0
1126,7124830,92.0
1127,8615308,92.0
1128,8564142,423.0
1129,8547204,258.0
1130,353326,617.0
1131,8718336,92.0
1132,8630990,546.0
1133,8641019,92.0
1134,8713743,92.0
1135,8511955,937.0
1136,3181476,253.0
1137,1932490,596.0
1138,5775759,1387.0
1139,8729080,92.0
1140,8587080,92.0
1141,8561985,439.0
1142,8716513,92.0
1143,7029712,653.0
1144,8513173,283.0
1145,8643200,629.0
1146,6897917,573.0
1147,8561188,541.0
1148,8557835,91.0
1149,8626260,91.0
1150,1265547,266.0
1151,5838249,248.0
1152,7208295,546.0
1153,6965527,696.0
1154,7142759,508.0
1155,443657,699.0
1156,6849483,274.0
1157,8723073,91.0
1158,923785,91.0
1159,8556246,588.0
1160,8704764,91.0
1161,8697881,91.0
1162,838367,532.0
1163,8124092,512.0
1164,8682912,410.0
1165,1869437,475.0
1166,8502438,90.0
1167,8562086,694.0
1168,1014132,257.0
1169,8629098,270.0
1170,8728355,90.0
1171,7250573,1198.0
1172,469619,602.0
1173,8665964,296.0
1174,8742664,90.0
1175,4106101,900.0
1176,4407132,285.0
1177,8639410,90.0
1178,8537786,528.0
1179,8609757,909.0
1180,8509486,670.0
1181,8743530,90.0
1182,2096483,850.0
1183,989932,89.0
1184,3195440,592.0
1185,8683397,334.0
1186,318906,89.0
1187,540004,293.0
1188,8748237,89.0
1189,469054,595.0
1190,8713534,89.0
1191,5852811,89.0
1192,8713987,89.0
1193,438161,583.0
1194,5924383,1095.0
1195,2055592,610.0
1196,8683623,349.0
1197,4366182,789.0
1198,1092907,678.0
1199,8573089,89.0
1200,314475,550.0
1201,8663951,521.0
1202,8501670,753.0
1203,8662690,468.0
1204,8552153,1120.0
1205,5931922,592.0
1206,8545104,260.0
1207,1196122,583.0
1208,955117,629.0
1209,8727507,88.0
1210,7026875,684.0
1211,8699915,88.0
1212,8706193,324.0
1213,8564449,88.0
1214,6975424,478.0
1215,8732924,88.0
1216,8552743,88.0
1217,8583928,87.0
1218,8521213,87.0
1219,5985077,622.0
1220,5930561,271.0
1221,8721968,87.0
1222,8650158,730.0
1223,8631549,798.0
1224,8569483,594.0
1225,8700825,309.0
1226,8677352,87.0
1227,7023200,811.0
1228,8644778,87.0
1229,4211334,232.0
1230,7043326,715.0
1231,8576447,258.0
1232,8511151,626.0
1233,8675669,233.0
1234,8551473,315.0
1235,1144821,606.0
1236,5943994,272.0
1237,8509943,86.0
1238,8565906,2665.0
1239,5810206,462.0
1240,8634997,496.0
1241,8655958,86.0
1242,8563942,569.0
1243,8511703,801.0
1244,3177238,271.0
1245,8721965,243.0
1246,8519534,820.0
1247,1251879,459.0
1248,8530714,280.0
1249,8508883,1515.0
1250,8543885,85.0
1251,218233,371.0
1252,7065409,853.0
1253,524965,479.0
1254,983686,85.0
1255,8556989,620.0
1256,8580541,291.0
1257,8692608,339.0
1258,4159190,414.0
1259,8605544,85.0
1260,8501592,417.0
1261,7259815,549.0
1262,8641351,492.0
1263,6849280,413.0
1264,8637024,85.0
1265,8613639,614.0
1266,8678830,85.0
1267,8513510,783.0
1268,4127711,491.0
1269,8691072,260.0
1270,8718749,85.0
1271,8633045,236.0
1272,8531681,250.0
1273,8661933,242.0
1274,8681957,348.0
1275,4360192,628.0
1276,6908434,523.0
1277,848044,432.0
1278,5718801,672.0
1279,8673266,84.0
1280,8728498,84.0
1281,8581736,84.0
1282,7165247,563.0
1283,8574755,84.0
1284,8545256,981.0
1285,8611443,458.0
1286,7245993,470.0
1287,8504205,83.0
1288,8581651,571.0
1289,8565414,1528.0
1290,7022938,528.0
1291,1844769,653.0
1292,8711199,83.0
1293,8722018,83.0
1294,8691696,301.0
1295,1084578,262.0
1296,858301,466.0
1297,2112311,83.0
1298,8724278,83.0
1299,8080523,83.0
1300,8647348,83.0
1301,426364,271.0
1302,4337107,83.0
1303,8615919,262.0
1304,8536292,859.0
1305,675967,493.0
1306,713636,252.0
1307,428793,594.0
1308,292093,226.0
1309,8511716,248.0
1310,308904,810.0
1311,7051535,588.0
1312,8544159,242.0
1313,6909634,811.0
1314,5786743,83.0
1315,8728468,83.0
1316,5815099,248.0
1317,8707485,82.0
1318,8729706,82.0
1319,2988745,624.0
1320,4390489,398.0
1321,958574,446.0
1322,603425,82.0
1323,4097268,829.0
1324,3223399,564.0
1325,1164026,650.0
1326,8671808,82.0
1327,8721026,82.0
1328,8512064,742.0
1329,8632069,82.0
1330,4426696,306.0
1331,8511995,82.0
1332,626350,563.0
1333,8673047,82.0
1334,7126161,714.0
1335,8653001,82.0
1336,8580508,232.0
1337,831181,450.0
1338,8662693,523.0
1339,8748917,82.0
1340,8613756,713.0
